0.106971	0.280054	0.0479648	0.503677
0.145166	0.362896	0.166552	0.357089
0.12119	0.299916	0.195126	0.376451
0.108959	0.260062	0.189512	0.332436
0.155961	0.233819	0.35093	0.299761
0.147859	0.219029	0.519724	0.346705
0.177679	0.203618	0.688897	0.321048
0.169835	0.192425	0.644564	0.304737
0.161477	0.184354	0.629961	0.308555
0.168826	0.178507	0.599411	0.337461
0.165651	0.180757	0.571798	0.331435
0.193075	0.186171	0.560375	0.383678
0.192635	0.203673	0.538805	0.369722
0.203216	0.196378	0.537679	0.384125
0.202641	0.193038	0.52709	0.373574
0.197036	0.192541	0.512599	0.363407
0.194779	0.187432	0.499996	0.382469
0.189315	0.184189	0.52296	0.372035
0.228114	0.185537	0.526369	0.366939
0.234535	0.184619	0.517343	0.357711
0.235365	0.18089	0.511417	0.349647
0.230914	0.177492	0.526346	0.346823
0.225924	0.205035	0.539869	0.390236
0.221172	0.22624	0.532878	0.382178
0.216704	0.238589	0.524213	0.374458
0.21258	0.242116	0.514222	0.374351
0.209678	0.239603	0.506764	0.367666
0.206732	0.237875	0.500703	0.371855
0.20563	0.237432	0.495634	0.377758
0.203069	0.233441	0.494114	0.372138
0.199774	0.229651	0.492792	0.367082
0.19725	0.227818	0.486419	0.36156
0.19439	0.224461	0.487135	0.358377
0.191571	0.232575	0.479971	0.35449
0.189131	0.241456	0.475784	0.349631
0.186503	0.23812	0.469134	0.370948
0.183972	0.235263	0.465384	0.376866
0.181563	0.233152	0.460169	0.386965
0.180512	0.236589	0.454472	0.432911
0.179035	0.233621	0.45005	0.451004
0.184576	0.230881	0.444712	0.453465
0.183424	0.228941	0.439434	0.449597
0.183506	0.228449	0.434337	0.44434
0.183361	0.226133	0.431163	0.449544
0.18145	0.223676	0.430809	0.449793
0.181265	0.221612	0.426242	0.447686
0.179884	0.21946	0.422674	0.444876
0.178196	0.21734	0.419594	0.440225
0.176567	0.215119	0.417385	0.435957
0.174964	0.213843	0.418292	0.432526
0.173278	0.211739	0.421727	0.428324
