0.104571	3.13005	0.0165648	0.495823	0.104571	3.13005	-0.0024	2.85	-0.0314	0.9995
0.0418239	3.20693	-0.0483953	0.996838	0.0470826	3.16045	-0.1334	3.637	-0.279	0.9603
-0.412243	4.28641	-0.751369	1.27316	-0.458433	4.40903	-0.456	4.3668	-0.509	0.8607
-0.891454	4.96734	-0.535528	0.577063	-0.883084	4.90291	-0.95	4.9934	-0.7071	0.7071
-1.85657	5.42431	-1.5478	0.423986	-1.9058	5.49393	-1.5843	5.4775	-0.8607	0.509
-2.22125	5.90896	0.0421568	0.800482	-2.17883	5.76575	-2.319	5.7886	-0.9603	0.279
-3.40769	5.95608	-2.30387	0.0479998	-3.28193	5.70414	-3.108	5.9073	-0.9995	0.0314
-4.0006	5.74846	-1.01645	-0.0717604	-3.72793	5.23952	-3.9018	5.8259	-0.9759	-0.2181
-4.58777	5.45152	-0.393042	-0.791553	-4.63675	5.50378	-4.6504	5.5498	-0.891	-0.454
-5.08242	5.20909	-0.604228	-0.130316	-5.20614	5.35179	-5.3068	5.0961	-0.7501	-0.6613
-5.7	4.69539	-0.62159	-1.09081	-5.77455	4.75133	-5.8297	4.4935	-0.5621	-0.8271
-5.80497	3.54198	0.0756415	-1.688	-5.69118	3.47438	-6.1864	3.7797	-0.3388	-0.9409
-6.16703	2.64848	-0.170277	-0.893022	-6.55538	2.83665	-6.3543	2.9997	-0.0941	-0.9956
-6.01357	2.22748	0.67922	-0.450395	-6.11024	2.2574	-6.323	2.2024	0.1564	-0.9877
-5.89999	1.57594	0.0507302	-1.08405	-6.08511	1.59074	-6.0944	1.4379	0.3971	-0.9178
-5.61054	0.939218	0.804655	-0.649972	-5.69587	0.946642	-5.6828	0.7543	0.6129	-0.7902
-4.95997	0.130761	1.00413	-1.22427	-5.04175	0.12906	-5.1142	0.1946	0.7901	-0.6129
-4.41146	-0.3221	0.0974306	-0.329539	-4.23497	-0.278182	-4.4242	-0.2062	0.9177	-0.3972
-4.24244	-0.631114	0.403358	-0.415056	-4.28593	-0.637643	-3.6563	-0.4228	0.9877	-0.1565
-3.19244	-0.607817	1.29331	0.0639768	-2.71361	-0.542996	-2.8586	-0.4416	0.9956	0.0941
-2.33269	-0.335301	0.567224	0.429089	-2.15013	-0.294437	-2.0813	-0.2614	0.9409	0.3387
-1.2745	0.183417	1.60324	0.843148	-1.04446	0.103733	-1.3732	0.1064	0.8271	0.5621
-0.749129	1.16209	-0.118864	1.67543	-0.841977	0.699445	-0.7789	0.6388	0.6613	0.7501
-0.328393	1.81359	0.787857	0.94481	-0.295258	1.29538	-0.3356	1.3022	0.454	0.891
-0.0677032	2.49624	-0.01629	0.970696	-0.0534418	2.3639	-0.0712	2.055	0.2182	0.9759
-0.0312209	3.1678	0.070928	1.37167	-0.0291599	2.82995	-0.0008	2.85	0	1
0.215424	3.80187	0.491288	1.04736	0.174981	3.38178	0.1054	3.6408	0.2487	0.9686
0.503075	4.56552	0.188835	0.405215	0.530735	4.80115	0.405	4.3803	0.4818	0.8763
1.05092	5.24686	1.00746	1.24525	1.08873	5.25745	0.879	5.0222	0.6846	0.7289
1.39349	5.52696	0.396509	0.408303	1.28742	5.02314	1.4978	5.5259	0.8443	0.5358
2.2319	5.85132	1.40245	0.459456	2.25261	5.83895	2.2224	5.86	0.9511	0.309
3.09585	5.84233	1.20568	-0.0145795	2.961	5.58763	3.0073	6.0033	0.998	0.0628
3.75904	5.98942	0.472787	0.0473338	3.82648	6.10339	3.8032	5.947	0.9823	-0.1874
4.53203	6.11448	0.946703	-0.240801	4.76289	6.38243	4.5601	5.6944	0.9048	-0.4258
5.29522	5.71041	1.07102	-0.560515	5.21627	5.62407	5.2305	5.2616	0.7705	-0.6374
5.78766	4.64904	0.599973	-1.63073	5.53379	4.46582	5.7721	4.6757	0.5878	-0.809
6.14166	4.05508	0.0673933	-0.380842	6.29854	4.20082	6.151	3.9735	0.3681	-0.9298
6.36295	3.06574	0.307435	-1.65176	6.32587	3.04872	6.3433	3.1991	0.1253	-0.9921
6.47162	2.74372	-0.0329917	0.280243	6.50693	2.81188	6.337	2.4012	-0.1253	-0.9921
6.239	1.61795	-0.152343	-1.83926	5.81683	1.59483	6.1325	1.63	-0.3681	-0.9298
6.08129	0.884856	-0.505779	-0.266161	6.20177	0.917017	5.7427	0.9338	-0.5878	-0.809
5.31945	0.48239	-0.72847	-0.394637	5.00487	0.46579	5.1919	0.3565	-0.7705	-0.6374
4.70183	0.140952	-0.945053	-0.43391	4.76607	0.142548	4.5149	-0.0658	-0.9048	-0.4258
3.5771	-0.382921	-1.24259	-0.821527	3.26514	-0.333214	3.7541	-0.3064	-0.9823	-0.1874
2.91	-0.387744	-0.583047	0.523425	2.87351	-0.347944	2.9574	-0.3502	-0.998	0.0628
2.00214	-0.282567	-1.02555	-0.0305524	1.71835	-0.196919	2.1749	-0.1945	-0.9511	0.309
1.35859	0.0839058	-0.645977	0.823161	1.31256	0.12176	1.4556	0.1509	-0.8443	0.5358
0.786995	0.60332	-0.45183	0.745831	0.608485	0.473321	0.8448	0.6643	-0.6845	0.729
0.32217	1.30023	-0.774134	0.773411	0.341541	1.41095	0.3809	1.3135	-0.4818	0.8763
0.147693	1.92012	0.211849	1.17123	0.123043	1.65754	0.093	2.0576	-0.2487	0.9686
-0.026758	2.84184	-0.567551	0.949036	-0.0247991	2.91619	-0.0008	2.85	0	1
