truth	3.4557	1.5953	0.9154	rmse	0.0822687	0.604663	0.00897162	0.0843748
truth	3.4557	1.5953	0.9154	rmse	0.0685132	0.456984	0.274138	0.662148
3.57891	1.55466	0.956819	truth	3.2528	1.5192	1.5382	rmse	0.134339	0.175708	0.460629	0.485805
4.54904	1.44415	1.24818	truth	3.826	1.4979	1.0319	rmse	0.133692	0.175355	0.463536	0.481523
4.54904	1.44415	1.24818	truth	3.826	1.4979	1.0319	rmse	0.132965	0.174548	0.464481	0.477452
5.0942	1.34384	1.14818	truth	5.3745	1.4045	1.2271	rmse	0.13183	0.173907	0.461851	0.478289
5.0942	1.34384	1.14818	truth	5.3745	1.4045	1.2271	rmse	0.131045	0.172478	0.459536	0.475715
5.61959	1.33965	0.442393	truth	6.0362	1.3372	0.6799	rmse	0.131441	0.171985	0.457062	0.471781
5.61959	1.33965	0.442393	truth	6.0362	1.3372	0.6799	rmse	0.130612	0.171567	0.453845	0.477959
5.87332	1.18335	0.102949	truth	6.0181	1.217	0.9636	rmse	0.129968	0.17145	0.450127	0.475673
5.87332	1.18335	0.102949	truth	6.0181	1.217	0.9636	rmse	0.129196	0.170076	0.449002	0.475094
6.97673	1.09107	1.18112	truth	6.8177	1.0703	0.0554	rmse	0.130593	0.169152	0.445799	0.476021
6.97673	1.09107	1.18112	truth	6.8177	1.0703	0.0554	rmse	0.130397	0.169462	0.450177	0.482297
7.32378	1.08483	0.788833	truth	6.6898	1.0327	0.5668	rmse	0.132713	0.168903	0.446745	0.479487
7.32378	1.08483	0.788833	truth	6.6898	1.0327	0.5668	rmse	0.131736	0.167927	0.447496	0.475875
7.48151	0.883922	0.641124	truth	6.5359	0.849	0.2119	rmse	0.131037	0.173737	0.450883	0.481587
7.48151	0.883922	0.641124	truth	6.5359	0.849	0.2119	rmse	0.130377	0.17356	0.448084	0.483735
7.60846	0.783125	0.77834	truth	7.8894	0.8019	0.2345	rmse	0.129893	0.174067	0.446163	0.48622
7.60846	0.783125	0.77834	truth	7.8894	0.8019	0.2345	rmse	0.133291	0.172997	0.445219	0.487537
7.62324	0.615298	0.114222	truth	7.2645	0.7181	-0.072	rmse	0.132411	0.172761	0.447702	0.494226
7.62324	0.615298	0.114222	truth	7.2645	0.7181	-0.072	rmse	0.131571	0.178218	0.444605	0.511485
6.95456	0.460008	-0.46508	truth	7.1995	0.5836	-0.0371	rmse	0.130825	0.177837	0.441865	0.517657
6.95456	0.460008	-0.46508	truth	7.1995	0.5836	-0.0371	rmse	0.130083	0.177144	0.440735	0.520569
7.48631	0.501849	0.394909	truth	7.0887	0.4682	-0.6594	rmse	0.12924	0.176092	0.43826	0.51797
7.48631	0.501849	0.394909	truth	7.0887	0.4682	-0.6594	rmse	0.128724	0.176545	0.435751	0.515958
6.79731	0.414979	-0.415311	truth	6.8539	0.3729	-0.7717	rmse	0.128052	0.175779	0.433004	0.514652
6.79731	0.414979	-0.415311	truth	6.8539	0.3729	-0.7717	rmse	0.128989	0.174931	0.438115	0.513826
6.77671	0.201437	0.189887	truth	6.2758	0.2425	-0.3113	rmse	0.129994	0.174198	0.436174	0.510572
6.77671	0.201437	0.189887	truth	6.2758	0.2425	-0.3113	rmse	0.129395	0.175695	0.441257	0.509614
5.42541	0.0884739	-1.33184	truth	6.0306	0.1393	-0.5575	rmse	0.128607	0.175661	0.438899	0.507208
5.42541	0.0884739	-1.33184	truth	6.0306	0.1393	-0.5575	rmse	0.128725	0.174722	0.437977	0.504812
5.50422	0.0673781	-0.361242	truth	5.4884	0.1046	-1.2489	rmse	0.128783	0.174881	0.437414	0.505895
5.50422	0.0673781	-0.361242	truth	5.4884	0.1046	-1.2489	rmse	0.128365	0.173927	0.438926	0.504875
4.22692	-0.0481906	-1.34718	truth	4.6116	-0.0259	-0.8214	rmse	0.127699	0.173028	0.436436	0.50303
4.22692	-0.0481906	-1.34718	truth	4.6116	-0.0259	-0.8214	rmse	0.127675	0.17241	0.434619	0.502821
3.54289	-0.00905383	-1.18591	truth	3.7589	-0.0733	-1.362	rmse	0.128041	0.171525	0.433492	0.500448
3.54289	-0.00905383	-1.18591	truth	3.7589	-0.0733	-1.362	rmse	0.129582	0.171779	0.431327	0.503894
2.8084	-0.314603	-0.843766	truth	2.7991	-0.1181	-1.42	rmse	0.130282	0.170815	0.428906	0.504897
2.8084	-0.314603	-0.843766	truth	2.7991	-0.1181	-1.42	rmse	0.130708	0.169924	0.438535	0.502132
2.72722	-0.0752848	-0.0241043	truth	2.6373	-0.1143	-1.2392	rmse	0.133672	0.169284	0.436627	0.500923
2.72722	-0.0752848	-0.0241043	truth	2.6373	-0.1143	-1.2392	rmse	0.1332	0.168383	0.447914	0.499068
0.965711	0.223124	-1.75253	truth	0.8312	0.0698	-0.9448	rmse	0.137959	0.167572	0.445889	0.496378
0.965711	0.223124	-1.75253	truth	0.8312	0.0698	-0.9448	rmse	0.137379	0.166688	0.4525	0.493775
1.28722	0.530351	0.440595	truth	0.6742	0.684	-0.2619	rmse	0.137609	0.165844	0.45054	0.49117
1.28722	0.530351	0.440595	truth	0.6742	0.684	-0.2619	rmse	0.137224	0.167117	0.455823	0.496658
1.03736	0.724702	0.127144	truth	1.1337	1.3096	0.745	rmse	0.137021	0.166393	0.453773	0.499254
1.03736	0.724702	0.127144	truth	1.1337	1.3096	0.745	rmse	0.136625	0.165656	0.456575	0.4975
2.24035	1.7025	1.33547	truth	1.8349	1.5503	0.8967	rmse	0.135965	0.164817	0.454442	0.494983
2.24035	1.7025	1.33547	truth	1.8349	1.5503	0.8967	rmse	0.139664	0.164039	0.466995	0.492622
2.87404	1.2941	1.13451	truth	2.6237	1.6108	1.1968	rmse	0.139151	0.163601	0.478107	0.495674
