truth	3.4557	1.5953	0.9154	rmse	0.0822687	0.604663	0.00897162	0.0843748
truth	3.4557	1.5953	0.9154	rmse	0.0685132	0.456984	0.274138	0.662148
3.49923	1.54205	0.0617116	truth	3.9287	1.6826	0.9711	rmse	0.149045	0.40011	0.459253	0.542292
3.49923	1.54205	0.0617116	truth	3.9287	1.6826	0.9711	rmse	0.129564	0.347391	0.572333	0.537755
4.22104	1.60012	0.381235	truth	4.8869	1.6675	1.0647	rmse	0.118528	0.326959	0.520318	0.496388
4.22104	1.60012	0.381235	truth	4.8869	1.6675	1.0647	rmse	0.114872	0.298493	0.5057	0.521685
4.91443	1.816	0.404308	truth	4.8388	1.7271	0.9536	rmse	0.115791	0.277138	0.512672	0.492012
4.91443	1.816	0.404308	truth	4.8388	1.7271	0.9536	rmse	0.118907	0.262212	0.479654	0.491183
5.97683	1.81041	1.24803	truth	5.5617	1.8516	0.6743	rmse	0.112287	0.247318	0.464419	0.465431
5.97683	1.81041	1.24803	truth	5.5617	1.8516	0.6743	rmse	0.148668	0.237154	0.514264	0.450786
6.33199	2.05943	0.921661	truth	5.8705	1.9876	1.2886	rmse	0.162993	0.22852	0.490593	0.467579
6.33199	2.05943	0.921661	truth	5.8705	1.9876	1.2886	rmse	0.158956	0.219694	0.554242	0.447832
6.42886	1.98587	0.168269	truth	6.0292	2.041	0.6897	rmse	0.16948	0.218873	0.533548	0.434416
6.42886	1.98587	0.168269	truth	6.0292	2.041	0.6897	rmse	0.163876	0.210932	0.534534	0.449371
7.32473	2.16058	1.28795	truth	6.6615	2.2158	0.9198	rmse	0.172885	0.210384	0.583314	0.436574
7.32473	2.16058	1.28795	truth	6.6615	2.2158	0.9198	rmse	0.168744	0.204817	0.573476	0.426086
7.22061	2.25919	0.248851	truth	6.7159	2.2849	0.5127	rmse	0.164001	0.204189	0.556629	0.415461
7.22061	2.25919	0.248851	truth	6.7159	2.2849	0.5127	rmse	0.163875	0.198455	0.557461	0.428814
7.84494	2.38672	1.05337	truth	7.4848	2.3328	0.2022	rmse	0.159654	0.208012	0.557807	0.458911
7.84494	2.38672	1.05337	truth	7.4848	2.3328	0.2022	rmse	0.157426	0.203154	0.545142	0.484839
7.30217	2.54229	-0.201775	truth	7.1809	2.489	-0.3866	rmse	0.153827	0.200819	0.536208	0.473789
7.30217	2.54229	-0.201775	truth	7.1809	2.489	-0.3866	rmse	0.150479	0.198272	0.524168	0.463164
7.2215	2.60577	0.0433245	truth	7.2836	2.5583	-0.0552	rmse	0.148968	0.196765	0.514948	0.480028
7.2215	2.60577	0.0433245	truth	7.2836	2.5583	-0.0552	rmse	0.150304	0.194976	0.524825	0.487302
7.32503	2.77816	0.300975	truth	7.0254	2.697	-0.2708	rmse	0.149788	0.191042	0.514357	0.486066
7.32503	2.77816	0.300975	truth	7.0254	2.697	-0.2708	rmse	0.14688	0.198921	0.50815	0.503406
6.85244	2.70915	-0.387647	truth	6.6123	2.7754	-0.9176	rmse	0.145623	0.20077	0.500699	0.498366
6.85244	2.70915	-0.387647	truth	6.6123	2.7754	-0.9176	rmse	0.143771	0.197371	0.502793	0.506512
6.51646	2.97147	-0.00620851	truth	5.8164	2.8863	-0.3644	rmse	0.141738	0.194391	0.494654	0.504387
6.51646	2.97147	-0.00620851	truth	5.8164	2.8863	-0.3644	rmse	0.139436	0.191452	0.488749	0.495948
5.89135	3.00766	-0.360869	truth	6.4879	2.9926	-0.8628	rmse	0.14704	0.189919	0.480801	0.488061
5.89135	3.00766	-0.360869	truth	6.4879	2.9926	-0.8628	rmse	0.147198	0.197142	0.520863	0.488739
4.54811	2.97999	-1.94464	truth	5.1539	3.1219	-0.9531	rmse	0.146578	0.194149	0.513317	0.511651
4.54811	2.97999	-1.94464	truth	5.1539	3.1219	-0.9531	rmse	0.145647	0.191569	0.505799	0.504697
4.36308	-3.06086	-0.75031	truth	4.7245	-3.1199	-0.9704	rmse	0.143863	0.189369	0.498629	0.501886
4.36308	-3.06086	-0.75031	truth	4.7245	-3.1199	-0.9704	rmse	0.141989	0.186735	0.491702	0.498706
3.73469	-2.97695	-0.881195	truth	3.5813	-3.0435	-0.9188	rmse	0.140065	0.184387	0.485169	0.492352
3.73469	-2.97695	-0.881195	truth	3.5813	-3.0435	-0.9188	rmse	0.138565	0.182246	0.479907	0.49025
2.8025	-2.89051	-1.05929	truth	2.9555	-3.0443	-0.9947	rmse	0.136981	0.18105	0.475323	0.49052
2.8025	-2.89051	-1.05929	truth	2.9555	-3.0443	-0.9947	rmse	0.135369	0.178861	0.471677	0.496488
2.01223	-2.83873	-1.07361	truth	2.2577	-2.9934	-1.3232	rmse	0.133709	0.17699	0.466525	0.4904
2.01223	-2.83873	-1.07361	truth	2.2577	-2.9934	-1.3232	rmse	0.13221	0.174907	0.461237	0.486602
1.45298	2.98861	-0.660635	truth	1.7361	3.0805	-0.2726	rmse	0.137069	0.172873	0.463936	0.48113
1.45298	2.98861	-0.660635	truth	1.7361	3.0805	-0.2726	rmse	0.137065	0.170948	0.464683	0.475816
0.975342	2.36819	-0.368078	truth	1.09	2.4052	0.4471	rmse	0.13606	0.170524	0.459581	0.476271
0.975342	2.36819	-0.368078	truth	1.09	2.4052	0.4471	rmse	0.139099	0.171052	0.477885	0.471227
1.54907	1.35794	1.2202	truth	1.6349	1.8626	1.1015	rmse	0.137949	0.184384	0.487097	0.48689
1.54907	1.35794	1.2202	truth	1.6349	1.8626	1.1015	rmse	0.140351	0.184561	0.482589	0.504948
1.85126	1.75357	-0.136095	truth	2.1422	1.6031	1.1207	rmse	0.139124	0.183674	0.482125	0.500645
1.85126	1.75357	-0.136095	truth	2.1422	1.6031	1.1207	rmse	0.137793	0.181913	0.477369	0.497719
2.75875	1.58194	0.671866	truth	2.9163	1.5644	0.6938	rmse	0.136454	0.180156	0.473139	0.494376
2.75875	1.58194	0.671866	truth	2.9163	1.5644	0.6938	rmse	0.135149	0.178565	0.468712	0.489625
3.57891	1.55466	0.956819	truth	3.2528	1.5192	1.5382	rmse	0.134236	0.177345	0.464561	0.489026
