-0.0846687	3.45466	-0.0224284	0.915125	-0.0846687	3.45466	-0.0024	2.85	-0.0314	0.9995
0.00808574	3.47575	0.231185	0.0550906	0.0081	3.4757	-0.0431	3.2476	-0.1564	0.9877
-0.372681	3.88719	-0.973576	1.03354	-0.438329	3.90417	-0.1334	3.637	-0.279	0.9603
-0.294151	4.06167	0.426018	0.393894	-0.2367	4.0203	-0.2717	4.0121	-0.3971	0.9178
-0.400352	4.59437	-0.300698	1.13508	-0.471845	4.86407	-0.456	4.3668	-0.509	0.8607
-0.777796	4.70462	-1.03804	0.157014	-0.8068	4.6395	-0.6833	4.6957	-0.6129	0.7902
-0.828842	4.93819	-0.15444	0.955294	-0.753246	4.77981	-0.95	4.9934	-0.7071	0.7071
-1.11312	5.36677	-0.763385	1.09824	-1.1387	5.3806	-1.2519	5.2554	-0.7902	0.6129
-1.56521	5.49882	-1.17791	0.369168	-1.5413	5.34386	-1.5843	5.4775	-0.8607	0.509
-2.26974	5.547	-1.75656	0.109968	-2.2894	5.5346	-1.9418	5.6562	-0.9178	0.3971
-2.58586	5.67898	-1.01347	0.889612	-2.37661	5.36791	-2.319	5.7886	-0.9603	0.279
-2.60505	5.80387	0.0314707	0.197751	-2.5508	5.7484	-2.7098	5.8728	-0.9877	0.1564
-2.84305	5.69854	-0.878909	0.247472	-2.73164	5.37489	-3.108	5.9073	-0.9995	0.0314
-3.45678	5.88037	-1.5428	0.517259	-3.4862	5.905	-3.5075	5.8916	-0.9956	-0.0941
-4.1708	5.62335	-2.02645	-0.396633	-4.0049	5.32319	-3.9018	5.8259	-0.9759	-0.2181
-4.36998	5.62608	-0.543198	-0.124625	-4.3097	5.6166	-4.2848	5.7114	-0.9409	-0.3387
-4.60982	5.35593	-0.963118	-0.282111	-4.39851	5.07508	-4.6504	5.5498	-0.891	-0.454
-5.15451	5.35506	-1.39852	0.0507124	-5.1805	5.38	-4.9928	5.3436	-0.8271	-0.5621
-5.27666	5.43255	-0.186109	0.170271	-5.1673	5.41491	-5.3068	5.0961	-0.7501	-0.6613
-5.69379	4.75362	-0.839574	-1.58675	-5.6956	4.6829	-5.5872	4.8112	-0.6613	-0.7501
-5.79422	4.34699	-0.255012	-0.93944	-5.70531	4.36059	-5.8297	4.4935	-0.5621	-0.8271
-5.99518	4.01377	-0.535537	-0.81707	-6.0131	4.0233	-6.0305	4.1478	-0.454	-0.891
-6.07576	3.93976	-0.105567	-0.179085	-6.07928	4.01163	-6.1864	3.7797	-0.3388	-0.9409
-6.47319	3.24702	-0.933487	-1.6078	-6.5007	3.2015	-6.2949	3.395	-0.2182	-0.9759
-6.4911	2.99293	-0.0348933	-0.540188	-6.34243	3.02156	-6.3543	2.9997	-0.0941	-0.9956
-6.3604	2.94116	0.346886	-0.173457	-6.3399	2.9501	-6.3637	2.6	0.0314	-0.9995
-6.2151	2.44637	0.391475	-1.32991	-6.17389	2.36762	-6.323	2.2024	0.1564	-0.9877
-6.31144	1.76382	-0.27738	-1.65136	-6.3481	1.7599	-6.2327	1.813	0.279	-0.9603
-6.03243	1.50933	0.265321	-0.477064	-5.62789	1.46881	-6.0944	1.4379	0.3971	-0.9178
-5.93601	1.14459	0.24357	-0.894762	-5.9358	1.1303	-5.9101	1.0832	0.509	-0.8608
-5.9777	0.89043	0.616269	-0.71679	-6.41602	0.963077	-5.6828	0.7543	0.6129	-0.7902
-5.26408	0.8109	1.93807	-0.197791	-5.1779	0.8248	-5.4161	0.4566	0.7071	-0.7071
-4.98905	0.209171	0.67283	-1.61053	-5.1529	0.101487	-5.1142	0.1946	0.7901	-0.6129
-4.67119	-0.089605	0.805806	-0.655616	-4.6667	-0.0522	-4.7818	-0.0275	0.8607	-0.5091
